,CVE_DOC,FECHA_DOC,NOMBRE_VENDEDOR,NOMBRE_CLIENTE,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO,MARGEN_TOTAL_CALCULADO
405,F37787,2022-03-31,LETICIA RAMIREZ HERNANDEZ,MAMEEI,12,TUA00219,"TUB INOX. ALETA 7/16""Øx693mm 2000W 440 B",1513.0,0.0,447.47,18156.0,5369.65,1065.53,12786.35
407,F37791,2022-03-31,LETICIA RAMIREZ HERNANDEZ,IMPORTACIONES Y REPRESENTACIONES REMI,1,TUA00434,"TUB INOX 5/16""ØX25CM 1650W220V M ESP/BUS",1056.03,244.91,244.91,1056.03,244.91,811.12,811.12
410,F37803,2022-03-31,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,25,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,366.1,366.1,36882.5,9152.38,1109.2,27730.12
411,F37803,2022-03-31,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,1,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,736.48,736.48,3053.25,736.48,2316.77,2316.77
412,F37804,2022-03-31,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,10,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,356.75,356.75,14753.0,3567.53,1118.55,11185.47
413,F37804,2022-03-31,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,3,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,0.0,791.1,9159.75,2373.3,2262.15,6786.45
415,F37807,2022-03-31,LETICIA RAMIREZ HERNANDEZ,SDIMSA,2,TUE00162,"TUB INOX. 5/16""Øx330mm U 6KW 440V PLACA",1899.85,0.0,517.36,3799.7,1034.72,1382.49,2764.98
416,F37808,2022-03-31,LETICIA RAMIREZ HERNANDEZ,J3M MANTENIMIENTO INDUSTRIAL,4,TUE00348,"TUB INOX 1/4""ØX355MM 4500W230V ES PLA-NV",2458.45,0.0,305.38,9833.8,1221.53,2153.07,8612.27
417,F37813,2022-03-31,LETICIA RAMIREZ HERNANDEZ,GRUPO PALANCAS,1,TUE00105,"TUB INOX 1/2""Øx68CM U 4000W 220V PLACA C",4956.73,0.0,1306.63,4956.73,1306.63,3650.1,3650.1
419,F37817,2022-03-31,ALFREDO CANELA,FABRICACION Y MONTAJE DE EQUIPO INDUSTRIAL,1,GAB00014,GABINETE ELECTRICO DE 50X40X20 70KW 440V,20887.18,0.0,1516.24,20887.18,1516.24,19370.94,19370.94
420,F37817,2022-03-31,ALFREDO CANELA,FABRICACION Y MONTAJE DE EQUIPO INDUSTRIAL,2,TUA00376,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",7137.0,2935.26,2935.26,14274.0,5870.53,4201.74,8403.47
429,F37829,2022-04-05,DIEGO ARMANDO LEON DURAN,AGUA PURA LOS ARCOS,1,RP00187,REPARACION PISTOLA DE CALOR 1680W 120V,862.0,90.16,90.16,862.0,90.16,771.84,771.84
432,F37832,2022-04-05,LETICIA RAMIREZ HERNANDEZ,OSCAR ENRIQUE CABRERA VERA,1,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,359.16,359.16,2278.45,359.16,1919.29,1919.29
433,F37834,2022-04-05,ALFREDO CANELA,OERLIKON BALZERS COATING MEXICO,4,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,377.29,377.29,9438.8,1509.17,1982.41,7929.63
434,F37835,2022-04-05,LETICIA RAMIREZ HERNANDEZ,ALFREDO LUJAN SALAZAR,1,TUS00117,"TUB INOX 7/16""ØX35CM 1500W127V ""M"" ESP",1105.6,0.0,165.15,1105.6,165.15,940.45,940.45
435,F37836,2022-04-05,LETICIA RAMIREZ HERNANDEZ,METAPLUS,2,BC00010,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,360.32,360.32,4800.0,720.65,2039.68,4079.35
436,F37841,2022-04-06,AARON NUÑO CORDOVA,ADVANEX DE MEXICO,2,RP00150,REPARACION DE TERMOPAR,1500.0,0.36,0.36,3000.0,0.72,1499.64,2999.28
438,F37843,2022-04-06,DIEGO ARMANDO LEON DURAN,APEX TOOL GROUP MANUFACTURING MEXICO,4,MR01934,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN",938.53,0.0,161.73,3754.12,646.92,776.8,3107.2
445,F37858,2022-04-07,AARON NUÑO CORDOVA,TRILOGIQ-MEXICO,4,BC00006,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA,1853.25,0.0,1140.93,7413.0,4563.71,712.32,2849.29
447,F37860,2022-04-07,DIEGO ARMANDO LEON DURAN,MEXICANA DE INGENIERIA Y MAQUINARIA,4,65014-38,CAE 12.5MMØx312.42MMLONG 90° 1200W 220V,1100.0,0.0,183.83,4400.0,735.34,916.17,3664.66
448,F37863,2022-04-07,LETICIA RAMIREZ HERNANDEZ,TERAOHM SERVICES,2,TUA00435,"TUB INOX 7/16""ØX26CM 1500W220V U 11/2""NP",1991.06,0.0,755.73,3982.12,1511.46,1235.33,2470.66
450,F37872,2022-04-08,LETICIA RAMIREZ HERNANDEZ,MARATHON SYSTEMS CONTROL,2,TUA00420,"TUB INOX 7/16""ØX155CM 5KW 440V ""U"" 2""NPT",3929.11,0.0,1830.01,7858.22,3660.03,2099.1,4198.19
455,F37880,2022-04-11,LETICIA RAMIREZ HERNANDEZ,JOSUE ANGEL TREJO GUTIERREZ,3,TUA00017,"TUB COBRE7/16Øx590mm ""U"" 5000W 220V C/B""",1063.83,0.0,409.87,3191.49,1229.62,653.96,1961.87
456,F37882,2022-04-11,LETICIA RAMIREZ HERNANDEZ,MA SILVIA GOMEZ PEREZ,1,TJ00046,TER J 6mmØx30mm 7 MTS DE LONG.,908.0,204.07,204.07,908.0,204.07,703.93,703.93
458,F37883,2022-04-11,AARON NUÑO CORDOVA,ALFREDO MACIAS PEÑA,1,TUE00342,"TUB INOX 7/16""ØX47CM 9000W220V PLAC",2325.0,0.0,722.38,2325.0,722.38,1602.62,1602.62
459,F37884,2022-04-11,DIEGO ARMANDO LEON DURAN,BETA PROCESOS,2,TUE00103,"TUE ""J"" INOX Ø 5/16 X 33 CM 5000 W 240 V",1350.0,248.65,248.65,2700.0,497.3,1101.35,2202.7
460,F37888,2022-04-12,LETICIA RAMIREZ HERNANDEZ,SERVICIOS INDUSTRIALES TERMET,2,PJ14F10B0600,"TER J 1/4""ØX4"" CON 1/2""-1/2""NPT BLOCK-CA",1005.0,0.0,387.87,2010.0,775.73,617.13,1234.27
461,F37888,2022-04-12,LETICIA RAMIREZ HERNANDEZ,SERVICIOS INDUSTRIALES TERMET,1,PJ14J10B0600,"TER J 1/4""ØX15CM CON 1/2""-1/2"" C/MARINA",1005.0,0.0,404.78,1005.0,404.78,600.22,600.22
462,F37892,2022-04-12,LETICIA RAMIREZ HERNANDEZ,MAYA ESTHER HIDALGO MOIRON,1,TUA00148,"TUB INOX 7/16""Øx80.5CMS U 12KW 240V TAPO",2849.5,1125.85,1125.85,2849.5,1125.85,1723.65,1723.65
463,F37898,2022-04-13,LETICIA RAMIREZ HERNANDEZ,CONVERGENCIA TECNOLOGICA BAROGA,1,TUE00132,"TUB INOX 1/2""Øx410mm J 11KW 240V PLAQUIT",1265.09,432.3,432.3,1265.09,432.3,832.79,832.79
464,F37899,2022-04-13,ALFREDO CANELA,CARCOUSTICS INDUSTRIAL DE MEXICO,10,P114Q1H90412,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS",900.69,0.0,396.54,9006.9,3965.36,504.15,5041.55
466,F37903,2022-04-13,LETICIA RAMIREZ HERNANDEZ,SISTEMAS AVANZADOS EN COMPUTACION DE MEXICO,9,TUA00087,TUB ALETADA Ø 1/2 X 13 1/2 2000 W 220 V,1241.0,318.83,318.83,11169.0,2869.44,922.17,8299.56
467,F37906,2022-04-13,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,1,TUE00345,"TUB INOX 5/16""ØX27CM 2100W230V ""L"" PLACA",1120.69,133.09,133.09,1120.69,133.09,987.6,987.6
468,F37908,2022-04-13,LETICIA RAMIREZ HERNANDEZ,DEX STAR,6,TUE00248,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V",780.0,160.64,160.64,4680.0,963.82,619.36,3716.18
469,F37909,2022-04-13,LETICIA RAMIREZ HERNANDEZ,PACHECO HERNANDEZ MARIA ELVIRA,1,TJ00090,"TER J 1/4""ØX5"" CON 1/2""-1/2""NPT C/MARINA",867.03,0.0,403.47,867.03,403.47,463.56,463.56
470,F37910,2022-04-13,LETICIA RAMIREZ HERNANDEZ,BENAJAMIN BARAJAS DAMIAN,1,TUE00351,"TUB INOX 5/16""ØX177MMØ 1900W220V PAR 9O°",940.0,0.0,148.76,940.0,148.76,791.24,791.24
471,F37910,2022-04-13,LETICIA RAMIREZ HERNANDEZ,BENAJAMIN BARAJAS DAMIAN,1,TUE00352,"TUB INOX 5/16""ØX177MMØ 1900W220V PARRILL",940.0,0.0,148.76,940.0,148.76,791.24,791.24
473,F37914,2022-04-18,LETICIA RAMIREZ HERNANDEZ,GUSTAVO BARRON ZUÑIGA,1,RP00183,REPARACION DE SECADOR 460W 120V,907.0,7.6,7.6,907.0,7.6,899.4,899.4
475,F37922,2022-04-19,AARON NUÑO CORDOVA,ALFREDO MACIAS PEÑA,3,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,0.0,647.84,4717.35,1943.52,924.61,2773.83
477,F37927,2022-04-19,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,4,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,493.68,493.68,6460.0,1974.74,1121.32,4485.26
478,F37929,2022-04-19,,MARIANA HERRERA DE LA ROSA,1,RC00027,"RC 1/2""ØX40CM 650W127V T/TORNILLO",760.25,0.0,123.23,760.25,123.23,637.02,637.02
479,F37933,2022-04-20,LETICIA RAMIREZ HERNANDEZ,JUAN CARLOS HERNANDEZ PEREZ,1,TUE00172,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",23995.24,4045.07,4045.07,23995.24,4045.07,19950.17,19950.17
480,F37937,2022-04-20,DIEGO ARMANDO LEON DURAN,SIKA MEXICANA,2,PT00082,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI",2625.5,1214.3,1214.3,5251.0,2428.6,1411.2,2822.4
482,F37939,2022-04-21,LETICIA RAMIREZ HERNANDEZ,"UNIVERSIDAD AUTONOMA DE ZACATECAS ""FRANCISCO GARCIA SALINAS""",1,TUE00350,"TUB INOX 7/16""ØX307MMX50MM 800W220V BUSH",1035.0,223.66,223.66,1035.0,223.66,811.34,811.34
484,F37942,2022-04-21,LETICIA RAMIREZ HERNANDEZ,JUAN ANTONIO RESENDIZ UGALDE,5,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,333.44,333.44,4125.0,1667.21,491.56,2457.79
485,F37943,2022-04-21,LETICIA RAMIREZ HERNANDEZ,VELAS Y VELADORAS DE OAXACA,2,CAE00039,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1""",1529.69,842.74,842.74,3059.38,1685.48,686.95,1373.9
487,F37946,2022-04-21,DIEGO ARMANDO LEON DURAN,DISMAPP PRODUCTOS IMPRESOS,1,BC00027,BC PLANA 132MMX280MM 2000W240V OCTAGO-TJ,2750.0,797.54,797.54,2750.0,797.54,1952.46,1952.46
488,F37947,2022-04-21,ALFREDO CANELA,OSANIA CLEANING & SANITIZING,3,TUA00099,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",3349.0,1319.75,1319.75,10047.0,3959.26,2029.25,6087.74
495,F37961,2022-04-22,AARON NUÑO CORDOVA,INDUSTRIA MADERERA MAPLE,1,TJ00043,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP",1000.0,0.0,48.85,1000.0,48.85,951.15,951.15
496,F37962,2022-04-22,AARON NUÑO CORDOVA,INDUSTRIA MADERERA MAPLE,3,TJ00043,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP",1000.0,0.0,48.85,3000.0,146.54,951.15,2853.46
501,F37971,2022-04-25,LETICIA RAMIREZ HERNANDEZ,SPECIALITES PET FOOD,2,P231F1H6AB00,"PT-100 3/16""ØX4"" CON1/2""-1/2"" NPT EXT5MT",1395.35,671.48,671.48,2790.7,1342.97,723.87,1447.73
502,F37972,2022-04-25,LETICIA RAMIREZ HERNANDEZ,SERVICIOS ESPECIALES ELECTRICOS,3,TUA00079,"TUB INOX ALETADA 1/2""Øx30CMS 1000W 480V",1037.1,249.07,249.07,3111.3,747.21,788.03,2364.1
503,F37977,2022-04-25,ALFREDO CANELA,ALYEX ALUMINUM,18,TUE00319,"TUB INCOLOY 7/16""ØX305CM 2300W380V ESPEC",4150.0,714.2,714.2,74700.0,12855.68,3435.8,61844.32
504,F37978,2022-04-26,LETICIA RAMIREZ HERNANDEZ,DEX STAR,6,TUE00248,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V",780.0,160.64,160.64,4680.0,963.82,619.36,3716.18
506,F37985,2022-04-26,LETICIA RAMIREZ HERNANDEZ,JOSE CRUZ ESTRELLA MEDINA,4,BO00059,BOB 8020 CAL.22 2.8MMØX2.3MTS 1800W 240V,1274.14,199.22,199.22,5096.56,796.86,1074.92,4299.7
507,F37987,2022-04-26,ALFREDO CANELA,VELAS Y VELADORAS DE OAXACA,2,CAE00039,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1""",1529.69,842.74,842.74,3059.38,1685.48,686.95,1373.9
508,F37990,2022-04-26,AARON NUÑO CORDOVA,OPERADORA TURISTICA GOMARTI,2,TUA00412,"TUB INOX 5/16""ØX240MM 1000W 120V BUS5/8",805.0,143.09,143.09,1610.0,286.18,661.91,1323.82
509,F37990,2022-04-26,AARON NUÑO CORDOVA,OPERADORA TURISTICA GOMARTI,1,TUA00440,"TUB INOX 7/16""ØX150MM 600W120V M PLAQ",812.0,0.0,148.02,812.0,148.02,663.98,663.98
512,F37996,2022-04-27,AARON NUÑO CORDOVA,ALFREDO MACIAS PEÑA,2,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,517.64,517.64,3144.9,1035.28,1054.81,2109.62
513,F37997,2022-04-27,AARON NUÑO CORDOVA,BALDWIN FILTERS,1,RM00038,FAB RESISTENCIAS 11520W 480V EN BASE GAL,7402.72,0.0,921.37,7402.72,921.37,6481.35,6481.35
514,F38000,2022-04-27,ALFREDO CANELA,ORDTEC,2,TUA00376,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",7133.17,2935.26,2935.26,14266.34,5870.53,4197.91,8395.81
517,F38004,2022-04-27,LETICIA RAMIREZ HERNANDEZ,DEX STAR,1,TUE00258,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,67.21,67.21,1208.25,67.21,1141.04,1141.04
518,F38005,2022-04-27,DIEGO ARMANDO LEON DURAN,MARCEGAGLIA MEXICO,3,TP00011,TIRA ALETADA 38MMX760MM 1960W230V T/TOR,2600.0,509.98,509.98,7800.0,1529.93,2090.02,6270.07
519,F38005,2022-04-27,DIEGO ARMANDO LEON DURAN,MARCEGAGLIA MEXICO,5,TUE00261,"TUB INOX 3/8""ØX395MM CIR/ALETA 8500W230V",6300.0,694.6,694.6,31500.0,3472.99,5605.4,28027.01
520,F38008,2022-04-28,LETICIA RAMIREZ HERNANDEZ,COCINAS Y EQUIPOS INOXIDABLES DE QUERETARO,2,TUA00437,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH",985.0,0.0,242.78,1970.0,485.55,742.22,1484.45
521,F38012,2022-04-28,LETICIA RAMIREZ HERNANDEZ,JOSE LUIS PIÑA MEJIA,1,TUE00336,"TUB INOX 7/16""ØX40.5CM 15KW240V PLA/ESP",3837.4,0.0,722.34,3837.4,722.34,3115.06,3115.06
522,F38014,2022-04-28,LETICIA RAMIREZ HERNANDEZ,SATURNINO CASTRO SANCHEZ,5,PT00083,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,978.6,0.0,518.59,4893.0,2592.94,460.01,2300.06
523,F38021,2022-04-28,ALFREDO CANELA,MEXAURIA SOLUTIONS,2,PA00001,"P.CUARZO 19""LARGOx10"" ANCHO 5KW 480V",6900.0,3624.09,3624.09,13800.0,7248.18,3275.91,6551.82
525,F38026,2022-04-29,LETICIA RAMIREZ HERNANDEZ,RAFAEL ESTRELLA MARTINEZ,1,BP00261,BAN P INOX 258MMX385MM 3000W220V EXT3MT,1756.0,841.63,841.63,1756.0,841.63,914.37,914.37
526,F38029,2022-04-29,LETICIA RAMIREZ HERNANDEZ,FRANCISCO JAVIER RENTERIA MENDEZ,1,TUA00438,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",1697.71,0.0,567.27,1697.71,567.27,1130.44,1130.44
529,F38042,2022-04-29,LETICIA RAMIREZ HERNANDEZ,ANA BARBARA CRUZ PALACIOS,12,CAE00040,"CAE INOX 5/8""ØX73CM 2400W 240V RON/EXT1M",1022.0,0.0,333.2,12264.0,3998.41,688.8,8265.59
530,F38043,2022-04-29,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,2,TUE00034,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA""",2497.0,504.53,504.53,4994.0,1009.05,1992.47,3984.95
531,F38046,2022-04-29,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,7,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,0.0,374.14,6832.0,2619.0,601.86,4213.0
532,F38046,2022-04-29,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,4,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,852.37,852.37,12213.0,3409.48,2200.88,8803.52
533,F38047,2022-04-29,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,35,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,335.51,335.51,51635.5,11742.95,1139.79,39892.55
534,F38047,2022-04-29,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,10,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,0.0,791.1,30532.5,7911.01,2262.15,22621.49
535,F38048,2022-04-29,LETICIA RAMIREZ HERNANDEZ,BIOEXTRACTO,1,TUE00344,"TUB INOX 1/2""ØX20""Ø 7000W240V ESPIRAL/BU",3395.0,0.0,928.07,3395.0,928.07,2466.93,2466.93
545,F38069,2022-05-04,LETICIA RAMIREZ HERNANDEZ,NAZAZA,1,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",893.0,72.34,72.34,893.0,72.34,820.66,820.66
547,F38074,2022-05-04,ALFREDO CANELA,VALEO KAPEC,4,TUA00021,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA""",2895.47,0.0,1168.41,11581.88,4673.63,1727.06,6908.25
548,F38082,2022-05-04,LETICIA RAMIREZ HERNANDEZ,FRANCISCO JAVIER MEDINA SANCHEZ,4,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,1048.4,1048.4,8744.0,4193.61,1137.6,4550.39
550,F38085,2022-05-05,ALFREDO CANELA,VALEO KAPEC,6,TUA00258,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,0.0,319.29,13065.0,1915.76,1858.21,11149.24
553,F38090,2022-05-05,LETICIA RAMIREZ HERNANDEZ,JOSE LUIS VELASCO CORDERO,1,TUA00441,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA",2044.2,0.0,406.12,2044.2,406.12,1638.08,1638.08
558,F38097,2022-05-06,ALFREDO CANELA,PAS APPLIANCE SYSTEMS,2,EE00021,FABRICACION DE CRISOL 500W 127V 50-60HZ,13800.0,2227.85,2227.85,27600.0,4455.7,11572.15,23144.3
559,F38102,2022-05-06,LETICIA RAMIREZ HERNANDEZ,CPEG SOLUTIONS,2,TUA00442,"TUB INOX 1/2""ØX25CM 1500W 127V ""M"" C/BUS",1158.19,305.31,305.31,2316.38,610.62,852.88,1705.76
564,F38113,2022-05-09,LETICIA RAMIREZ HERNANDEZ,MAQUILAS INDUSTRIALES TEPOTZOTLAN DE,1,TUA00443,"TUB INOX 7/16""ØX268MM 4KW270V 4 CLIP/PLA",1306.03,344.32,344.32,1306.03,344.32,961.71,961.71
566,F38115,2022-05-09,ALFREDO CANELA,PREFORMADOS DE MEXICO,6,RC00012,"RC 1/2""Ø X 34"" LONG 1000W 12OV TE/GANCHO",1450.0,224.13,224.13,8700.0,1344.78,1225.87,7355.22
567,F38116,2022-05-09,LETICIA RAMIREZ HERNANDEZ,"MAQUINAS, TECNICOS Y ALIMENTOS NUTRICIONALES",1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.95,200.3,200.3,999.95,200.3,799.65,799.65
569,F38122,2022-05-10,AARON NUÑO CORDOVA,HORMESA DE MEXICO,1,TEA00096,"TEA K 1/2""ØX18""X24"" ESCUADRA BLOCK/CMARI",2200.0,773.91,773.91,2200.0,773.91,1426.09,1426.09
570,F38124,2022-05-10,LETICIA RAMIREZ HERNANDEZ,SATURNINO CASTRO SANCHEZ,5,PT00083,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,978.6,477.85,477.85,4893.0,2389.27,500.75,2503.73
574,F38130,2022-05-11,LETICIA RAMIREZ HERNANDEZ,JJANDOCK,1,TUA00439,"TUB INOX 1/2""ØX65.8CM 4500W260V M C/TJ",2025.2,0.0,483.67,2025.2,483.67,1541.53,1541.53
578,F38135,2022-05-11,ALFREDO CANELA,TAYLOR FARMS DE MEXICO,10,TJ00063,"TER J 3/16""ØX45MM LONG EXT.1MTLONG MALLA",994.0,0.0,46.17,9940.0,461.74,947.83,9478.26
580,F38141,2022-05-12,DIEGO ARMANDO LEON DURAN,DISMAPP PRODUCTOS IMPRESOS,2,BC00027,BC PLANA 132MMX280MM 2000W240V OCTAGO-TJ,2750.0,797.54,797.54,5500.0,1595.08,1952.46,3904.92
582,F38145,2022-05-12,LETICIA RAMIREZ HERNANDEZ,OSCAR ENRIQUE CABRERA VERA,1,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,701.72,701.72,2278.45,701.72,1576.73,1576.73
584,F38148,2022-05-12,LETICIA RAMIREZ HERNANDEZ,ESTAMPADOS Y TUBULARES NACIONALES,1,RP00197,REPARACION DE HORNO 7000W 220V,6273.0,1368.31,1368.31,6273.0,1368.31,4904.69,4904.69
588,F38160,2022-05-13,ALFREDO CANELA,COLEP,1,RP00196,REPARACION EQUIPO COCINA 5000W 22OV,13776.88,0.0,5301.49,13776.88,5301.49,8475.39,8475.39
589,F38161,2022-05-13,LETICIA RAMIREZ HERNANDEZ,ALIMENTOS & ESPECIALIDADES GOURMET,2,CS58M2050A11,"CAS INOX 5/8""ØX7"" 500W220V EXT.1MT MALLA",933.85,172.13,172.13,1867.7,344.27,761.72,1523.43
591,F38170,2022-05-17,LETICIA RAMIREZ HERNANDEZ,GUSTAVO GUTIERREZ FRAUSTO,1,TP00021,"TIRA P INOX 8 7/8""ØX11/2"" 1950W240V ALET",1944.0,0.0,330.09,1944.0,330.09,1613.91,1613.91
592,F38170,2022-05-17,LETICIA RAMIREZ HERNANDEZ,GUSTAVO GUTIERREZ FRAUSTO,1,TP00022,"TIRA P INOX 12 1/2""ØX11/2"" 3100W240V ALE",2133.25,0.0,453.27,2133.25,453.27,1679.98,1679.98
594,F38177,2022-05-17,ALFREDO CANELA,DEACERO,1,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,0.0,1261.99,2068.5,1261.99,806.51,806.51
595,F38178,2022-05-17,ALFREDO CANELA,DEACERO,1,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,0.0,1261.99,2068.5,1261.99,806.51,806.51
596,F38179,2022-05-17,ALFREDO CANELA,DEACERO,2,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,0.0,1067.99,4928.4,2135.98,1396.21,2792.42
597,F38180,2022-05-17,ALFREDO CANELA,DEACERO,2,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,1130.54,1130.54,4928.4,2261.08,1333.66,2667.32
598,F38186,2022-05-18,LETICIA RAMIREZ HERNANDEZ,ACL ACABADOS METALICOS,3,TUA00131,"TUB INOX 1/2""Øx90CMS U 25KW 440V TAPON 2",4580.0,2061.24,2061.24,13740.0,6183.72,2518.76,7556.28
599,F38189,2022-05-18,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,1,RP00193,REAPARACION DE HORNO 1800W 120V,2325.34,518.74,518.74,2325.34,518.74,1806.6,1806.6
601,F38194,2022-05-19,LETICIA RAMIREZ HERNANDEZ,FIDEICOMISO F/1596,4,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68,685.68,6460.0,2742.7,929.32,3717.3
602,F38195,2022-05-19,LETICIA RAMIREZ HERNANDEZ,JOSE HUMBERTO ALBARRAN MARTINEZ,1,TUE00354,"TUB INOX 1/4""ØX455MM 1560W127V M ES/PLAC",1451.65,295.91,295.91,1451.65,295.91,1155.74,1155.74
604,F38196,2022-05-19,AARON NUÑO CORDOVA,HUMARCER DE QUERETARO,2,PJ000GJ1A000,"TER J OJILLO 3/16""Ø EXT 10MT MALLA ZAP",812.0,0.0,363.09,1624.0,726.18,448.91,897.82
605,F38196,2022-05-19,AARON NUÑO CORDOVA,HUMARCER DE QUERETARO,2,PT00084,PT-100 6MMØX110MM EXT15MTS TEFLON/ZAP,1548.0,0.0,599.82,3096.0,1199.64,948.18,1896.36
607,F38201,2022-05-20,LETICIA RAMIREZ HERNANDEZ,GRUPO MEDICO JUAN PABLO II,5,TUA00127,"TUB INOX 7/16""Øx500mm U 3000W 220V BU5/8",986.0,0.0,236.74,4930.0,1183.69,749.26,3746.31
608,F38204,2022-05-20,ALFREDO CANELA,SENSIENT FLAVORS MEXICO,8,TUA00321,"TUB INOX 5/16""ØX142MM ""J"" 1000W120V SAND",1133.0,279.88,279.88,9064.0,2239.06,853.12,6824.94
609,F38205,2022-05-20,ALFREDO CANELA,APEX TOOL GROUP MANUFACTURING MEXICO,2,MR01934,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN",938.53,165.95,165.95,1877.06,331.9,772.58,1545.16
612,F38215,2022-05-23,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,4,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,806.14,806.14,12213.0,3224.57,2247.11,8988.43
